The range of X coordinate: (0 - 28)
The range of Y coordinate: (0 - 28)
Scenario: ramp-up-ramp-down
Pollution level: 0    

Current_tick	White_num 	Black_num 	Solar_luminosity	Global_temperature
0         		168       	168       	0.8            		8.885953067899937   
1         		152       	556       	0.8            		13.328929601849842  
2         		144       	680       	0.8            		19.856171872954086  
3         		134       	706       	0.8            		24.60403535027145   
4         		130       	709       	0.8            		27.601071856442015  
5         		123       	714       	0.8            		29.278147781014688  
6         		120       	715       	0.8            		30.426773687474352  
7         		122       	712       	0.8            		31.12306498967149   
8         		119       	716       	0.8            		31.36760391944852   
9         		113       	718       	0.8            		31.640507504460082  
10        		115       	714       	0.8            		32.02091599490056   
11        		111       	707       	0.8            		32.09796159508068   
12        		112       	714       	0.8            		32.21952282947248   
13        		105       	720       	0.8            		32.309691437615406  
14        		107       	720       	0.8            		32.674415609578766  
15        		102       	722       	0.8            		32.78182674539453   
16        		95        	728       	0.8            		33.04201353615424   
17        		97        	717       	0.8            		33.49174679942588   
18        		92        	713       	0.8            		33.5365913199917    
19        		82        	722       	0.8            		33.708183260814934  
20        		78        	726       	0.8            		34.25470129552291   
21        		77        	717       	0.8            		34.716069908082865  
22        		74        	736       	0.8            		34.8982623759787    
23        		66        	730       	0.8            		35.28327158582803   
24        		73        	718       	0.8            		35.718268449104784  
25        		66        	714       	0.8            		35.55881547053992   
26        		72        	701       	0.8            		35.70320961196368   
27        		76        	694       	0.8            		35.42637882383673   
28        		78        	714       	0.8            		35.07119806341158   
29        		80        	710       	0.8            		35.009695207404455  
30        		74        	724       	0.8            		34.86578513436075   
31        		71        	725       	0.8            		35.152409880396355  
32        		72        	723       	0.8            		35.41770060238154   
33        		71        	712       	0.8            		35.493766640854005  
34        		66        	702       	0.8            		35.46420397426899   
35        		67        	711       	0.8            		35.54128077920549   
36        		65        	704       	0.8            		35.62831102005783   
37        		65        	714       	0.8            		35.67991362461996   
38        		65        	712       	0.8            		35.80123416408668   
39        		68        	712       	0.8            		35.84279058638287   
40        		62        	714       	0.8            		35.75114237228223   
41        		61        	713       	0.8            		35.94927496316656   
42        		57        	711       	0.8            		36.0762648099731    
43        		53        	721       	0.8            		36.27055778627094   
44        		48        	716       	0.8            		36.61312541193716   
45        		46        	710       	0.8            		36.924026981592114  
46        		46        	700       	0.8            		37.09711717427404   
47        		42        	706       	0.8            		37.08814303342943   
48        		43        	710       	0.8            		37.290869405650156  
49        		43        	711       	0.8            		37.392964811551884  
50        		42        	700       	0.8            		37.45356443822124   
51        		45        	702       	0.8            		37.416268565734725  
52        		47        	701       	0.8            		37.3042980516798    
53        		49        	716       	0.8            		37.163809920767896  
54        		49        	712       	0.8            		37.161893760924514  
55        		48        	719       	0.8            		37.12272798612862   
56        		51        	711       	0.8            		37.2074840398435    
57        		50        	708       	0.8            		37.0610202517037    
58        		57        	696       	0.8            		36.99660806156108   
59        		58        	696       	0.8            		36.58745055628646   
60        		60        	695       	0.8            		36.34539632856626   
61        		56        	713       	0.8            		36.13986634082176   
62        		53        	710       	0.8            		36.35893787421535   
63        		51        	712       	0.8            		36.55224429500521   
64        		48        	702       	0.8            		36.74295230300315   
65        		47        	696       	0.8            		36.85521349506516   
66        		51        	690       	0.8            		36.89150802386779   
67        		52        	694       	0.8            		36.702441845626     
68        		53        	721       	0.8            		36.60864097629643   
69        		53        	714       	0.8            		36.7821670069499    
70        		49        	691       	0.8            		36.802066556246764  
71        		47        	692       	0.8            		36.742223985699916  
72        		41        	686       	0.8            		36.79680557431089   
73        		42        	701       	0.8            		36.99163767680256   
74        		43        	720       	0.8            		37.194857108743854  
75        		43        	715       	0.8            		37.44047790028437   
76        		43        	703       	0.8            		37.515528677461724  
77        		47        	687       	0.8            		37.438430981427736  
78        		49        	691       	0.8            		37.09714945358199   
79        		47        	698       	0.8            		36.88976543436746   
80        		41        	709       	0.8            		36.92788784095606   
81        		41        	689       	0.8            		37.276873055652096  
82        		41        	691       	0.8            		37.26032718862885   
83        		43        	672       	0.8            		37.27115810255438   
84        		43        	685       	0.8            		37.02013605869856   
85        		41        	702       	0.8            		37.018800045111966  
86        		37        	706       	0.8            		37.25546569170011   
87        		36        	710       	0.8            		37.56190811020012   
88        		37        	711       	0.8            		37.790812489407315  
89        		35        	697       	0.8            		37.87734112764657   
90        		34        	702       	0.8            		37.861829464872145  
91        		32        	704       	0.8            		37.93930872716062   
92        		30        	700       	0.8            		38.07210315590792   
93        		33        	698       	0.8            		38.17524362557315   
94        		37        	687       	0.8            		38.09528358771981   
95        		38        	688       	0.8            		37.80033050755736   
96        		37        	698       	0.8            		37.62493041611171   
97        		37        	681       	0.8            		37.67022508265744   
98        		36        	691       	0.8            		37.53048971271471   
99        		35        	697       	0.8            		37.59361674001193   
100       		35        	675       	0.8            		37.71996727105486   
101       		33        	681       	0.8            		37.57300021476788   
102       		36        	680       	0.8            		37.63177917910167   
103       		39        	676       	0.8            		37.539190312301166  
104       		36        	690       	0.8            		37.34226175877795   
105       		37        	682       	0.8            		37.48995083932498   
106       		34        	664       	0.8            		37.449904514767034  
107       		32        	683       	0.8            		37.37037315080275   
108       		30        	702       	0.8            		37.58704496963911   
109       		32        	703       	0.8            		37.95181837987588   
110       		32        	701       	0.8            		38.06880605854698   
111       		33        	695       	0.8            		38.10819605044537   
112       		33        	702       	0.8            		38.03310402900025   
113       		34        	693       	0.8            		38.06242148430764   
114       		32        	703       	0.8            		37.95363742341138   
115       		34        	699       	0.8            		38.06971558031471   
116       		32        	706       	0.8            		38.0145960137263    
117       		33        	705       	0.8            		38.128850646627825  
118       		34        	673       	0.8            		38.138950564277124  
119       		32        	709       	0.8            		37.80086348902485   
120       		33        	703       	0.8            		38.05064015543284   
121       		34        	704       	0.8            		38.080741471242476  
122       		34        	691       	0.8            		38.067868577782946  
123       		33        	694       	0.8            		37.937257122711905  
124       		34        	697       	0.8            		37.93808264141498   
125       		31        	710       	0.8            		37.92967569683927   
126       		31        	706       	0.8            		38.16207365814156   
127       		30        	703       	0.8            		38.240064943918455  
128       		30        	707       	0.8            		38.28788029073406   
129       		35        	694       	0.8            		38.34999565901615   
130       		34        	683       	0.8            		38.0695009594013    
131       		35        	676       	0.8            		37.861657923772526  
132       		36        	670       	0.8            		37.65339746484531   
133       		36        	672       	0.8            		37.45448021798741   
134       		34        	680       	0.8            		37.374125441995574  
135       		29        	686       	0.8            		37.48531439391402   
136       		29        	708       	0.8            		37.78559778759927   
137       		28        	706       	0.8            		38.14588180625018   
138       		25        	711       	0.8            		38.34439544322154   
139       		22        	705       	0.8            		38.60383830554876   
140       		23        	673       	0.8            		38.78867461964982   
141       		24        	680       	0.8            		38.5379557426233    
